% MSC Adams results for 4 bars inverse dynamics experiment.
% See README.md
% timestamp       torque            actual angle
   2.4100000e+00  -8.4102960e+00   6.1370420e+01
   2.4150000e+00  -8.5985530e+00   6.0687230e+01
   2.4200000e+00  -8.7825500e+00   6.0004840e+01
   2.4250000e+00  -8.9630820e+00   5.9323330e+01
   2.4300000e+00  -9.1409660e+00   5.8642770e+01
   2.4350000e+00  -9.3170410e+00   5.7963210e+01
   2.4400000e+00  -9.4921660e+00   5.7284730e+01
   2.4450000e+00  -9.6672140e+00   5.6607400e+01
   2.4500000e+00  -9.8430750e+00   5.5931290e+01
   2.4550000e+00  -1.0020650e+01   5.5256460e+01
   2.4600000e+00  -1.0200840e+01   5.4582970e+01
   2.4650000e+00  -1.0384560e+01   5.3910910e+01
   2.4700000e+00  -1.0572720e+01   5.3240330e+01
   2.4750000e+00  -1.0766230e+01   5.2571300e+01
   2.4800000e+00  -1.0966010e+01   5.1903890e+01
   2.4850000e+00  -1.1172940e+01   5.1238160e+01
   2.4900000e+00  -1.1387900e+01   5.0574190e+01
   2.4950000e+00  -1.1611780e+01   4.9912030e+01
   2.5000000e+00  -1.1845400e+01   4.9251760e+01
   2.5050000e+00  -1.2089610e+01   4.8593440e+01
   2.5100000e+00  -1.2345200e+01   4.7937130e+01
   2.5150000e+00  -1.2612930e+01   4.7282910e+01
   2.5200000e+00  -1.2893530e+01   4.6630830e+01
   2.5250000e+00  -1.3187710e+01   4.5980970e+01
   2.5300000e+00  -1.3496120e+01   4.5333380e+01
   2.5350000e+00  -1.3819380e+01   4.4688140e+01
   2.5400000e+00  -1.4158040e+01   4.4045300e+01
   2.5450000e+00  -1.4512620e+01   4.3404930e+01
   2.5500000e+00  -1.4883580e+01   4.2767100e+01
   2.5550000e+00  -1.5271340e+01   4.2131870e+01
   2.5600000e+00  -1.5676250e+01   4.1499300e+01
   2.5650000e+00  -1.6098590e+01   4.0869450e+01
   2.5700000e+00  -1.6538610e+01   4.0242390e+01
   2.5750000e+00  -1.6996470e+01   3.9618190e+01
   2.5800000e+00  -1.7472280e+01   3.8996900e+01
   2.5850000e+00  -1.7966080e+01   3.8378580e+01
   2.5900000e+00  -1.8477860e+01   3.7763300e+01
   2.5950000e+00  -1.9007530e+01   3.7151120e+01
   2.6000000e+00  -1.9554930e+01   3.6542100e+01
   2.6050000e+00  -2.0119870e+01   3.5936300e+01
   2.6100000e+00  -2.0702050e+01   3.5333790e+01
   2.6150000e+00  -2.1301150e+01   3.4734610e+01
   2.6200000e+00  -2.1916760e+01   3.4138840e+01
   2.6250000e+00  -2.2548430e+01   3.3546530e+01
   2.6300000e+00  -2.3195640e+01   3.2957740e+01
   2.6350000e+00  -2.3857820e+01   3.2372530e+01
   2.6400000e+00  -2.4534350e+01   3.1790960e+01
   2.6450000e+00  -2.5224560e+01   3.1213080e+01
   2.6500000e+00  -2.5927730e+01   3.0638960e+01
   2.6550000e+00  -2.6643100e+01   3.0068650e+01
   2.6600000e+00  -2.7369860e+01   2.9502210e+01
   2.6650000e+00  -2.8107190e+01   2.8939700e+01
   2.6700000e+00  -2.8854210e+01   2.8381160e+01
   2.6750000e+00  -2.9610020e+01   2.7826670e+01
   2.6800000e+00  -3.0373690e+01   2.7276260e+01
   2.6850000e+00  -3.1144290e+01   2.6730010e+01
   2.6900000e+00  -3.1920860e+01   2.6187950e+01
   2.6950000e+00  -3.2702410e+01   2.5650150e+01
   2.7000000e+00  -3.3487960e+01   2.5116670e+01
   2.7050000e+00  -3.4276530e+01   2.4587540e+01
   2.7100000e+00  -3.5067130e+01   2.4062840e+01
   2.7150000e+00  -3.5858770e+01   2.3542600e+01
   2.7200000e+00  -3.6650470e+01   2.3026890e+01
   2.7250000e+00  -3.7441260e+01   2.2515740e+01
   2.7300000e+00  -3.8230190e+01   2.2009220e+01
   2.7350000e+00  -3.9016320e+01   2.1507380e+01
   2.7400000e+00  -3.9798730e+01   2.1010260e+01
   2.7450000e+00  -4.0576530e+01   2.0517910e+01
   2.7500000e+00  -4.1348850e+01   2.0030390e+01
   2.7550000e+00  -4.2114840e+01   1.9547740e+01
   2.7600000e+00  -4.2873700e+01   1.9070010e+01
   2.7650000e+00  -4.3624660e+01   1.8597250e+01
   2.7700000e+00  -4.4366960e+01   1.8129510e+01
   2.7750000e+00  -4.5099920e+01   1.7666830e+01
   2.7800000e+00  -4.5822840e+01   1.7209250e+01
   2.7850000e+00  -4.6535120e+01   1.6756830e+01
   2.7900000e+00  -4.7236160e+01   1.6309610e+01
   2.7950000e+00  -4.7925420e+01   1.5867640e+01
   2.8000000e+00  -4.8602380e+01   1.5430950e+01
   2.8050000e+00  -4.9266590e+01   1.4999600e+01
   2.8100000e+00  -4.9917620e+01   1.4573620e+01
   2.8150000e+00  -5.0555090e+01   1.4153060e+01
   2.8200000e+00  -5.1178660e+01   1.3737960e+01
   2.8250000e+00  -5.1788040e+01   1.3328360e+01
   2.8300000e+00  -5.2382950e+01   1.2924310e+01
   2.8350000e+00  -5.2963200e+01   1.2525840e+01
   2.8400000e+00  -5.3528580e+01   1.2132990e+01
   2.8450000e+00  -5.4078970e+01   1.1745800e+01
   2.8500000e+00  -5.4614260e+01   1.1364310e+01
   2.8550000e+00  -5.5134370e+01   1.0988560e+01
   2.8600000e+00  -5.5639270e+01   1.0618590e+01
   2.8650000e+00  -5.6128950e+01   1.0254440e+01
   2.8700000e+00  -5.6603440e+01   9.8961280e+00
   2.8750000e+00  -5.7062800e+01   9.5437060e+00
   2.8800000e+00  -5.7507110e+01   9.1972060e+00
   2.8850000e+00  -5.7936480e+01   8.8566610e+00
   2.8900000e+00  -5.8351050e+01   8.5221060e+00
   2.8950000e+00  -5.8750980e+01   8.1935740e+00
   2.9000000e+00  -5.9136440e+01   7.8710980e+00
   2.9050000e+00  -5.9507640e+01   7.5547110e+00
   2.9100000e+00  -5.9864790e+01   7.2444430e+00
   2.9150000e+00  -6.0208120e+01   6.9403270e+00
   2.9200000e+00  -6.0537900e+01   6.6423920e+00
   2.9250000e+00  -6.0854380e+01   6.3506680e+00
   2.9300000e+00  -6.1157830e+01   6.0651840e+00
   2.9350000e+00  -6.1448550e+01   5.7859700e+00
   2.9400000e+00  -6.1726820e+01   5.5130520e+00
   2.9450000e+00  -6.1992950e+01   5.2464590e+00
   2.9500000e+00  -6.2247250e+01   4.9862160e+00
   2.9550000e+00  -6.2490030e+01   4.7323500e+00
   2.9600000e+00  -6.2721610e+01   4.4848860e+00
   2.9650000e+00  -6.2942310e+01   4.2438490e+00
   2.9700000e+00  -6.3152440e+01   4.0092640e+00
   2.9750000e+00  -6.3352340e+01   3.7811520e+00
   2.9800000e+00  -6.3542320e+01   3.5595380e+00
   2.9850000e+00  -6.3722710e+01   3.3444440e+00
   2.9900000e+00  -6.3893810e+01   3.1358900e+00
   2.9950000e+00  -6.4055950e+01   2.9338990e+00
   3.0000000e+00  -6.4209420e+01   2.7384890e+00
   3.0050000e+00  -6.4354550e+01   2.5496810e+00
   3.0100000e+00  -6.4491620e+01   2.3674940e+00
   3.0150000e+00  -6.4620930e+01   2.1919450e+00
   3.0200000e+00  -6.4742770e+01   2.0230530e+00
   3.0250000e+00  -6.4857400e+01   1.8608330e+00
   3.0300000e+00  -6.4965110e+01   1.7053030e+00
   3.0350000e+00  -6.5066160e+01   1.5564780e+00
   3.0400000e+00  -6.5160790e+01   1.4143730e+00
   3.0450000e+00  -6.5249250e+01   1.2790010e+00
   3.0500000e+00  -6.5331770e+01   1.1503770e+00
   3.0550000e+00  -6.5408580e+01   1.0285140e+00
   3.0600000e+00  -6.5479890e+01   9.1342320e-01
   3.0650000e+00  -6.5545910e+01   8.0511640e-01
   3.0700000e+00  -6.5606820e+01   7.0360460e-01
   3.0750000e+00  -6.5662800e+01   6.0889790e-01
   3.0800000e+00  -6.5714030e+01   5.2100570e-01
   3.0850000e+00  -6.5760650e+01   4.3993680e-01
   3.0900000e+00  -6.5802830e+01   3.6569940e-01
   3.0950000e+00  -6.5840680e+01   2.9830080e-01
   3.1000000e+00  -6.5874340e+01   2.3774790e-01
   3.1050000e+00  -6.5903910e+01   1.8404660e-01
   3.1100000e+00  -6.5929490e+01   1.3720240e-01
   3.1150000e+00  -6.5951160e+01   9.7219830e-02
   3.1200000e+00  -6.5969010e+01   6.4103010e-02
   3.1250000e+00  -6.5983080e+01   3.7855210e-02
   3.1300000e+00  -6.5993420e+01   1.8479070e-02
   3.1350000e+00  -6.6000080e+01   5.9765160e-03
   3.1400000e+00  -6.6003070e+01   3.4879970e-04
   3.1450000e+00  -6.6002410e+01   1.5964850e-03
   3.1500000e+00  -6.5998090e+01   9.7194460e-03
   3.1550000e+00  -6.5990100e+01   2.4716870e-02
   3.1600000e+00  -6.5978400e+01   4.6587260e-02
   3.1650000e+00  -6.5962970e+01   7.5328430e-02
   3.1700000e+00  -6.5943740e+01   1.1093750e-01
   3.1750000e+00  -6.5920660e+01   1.5341090e-01
   3.1800000e+00  -6.5893640e+01   2.0274440e-01
   3.1850000e+00  -6.5862600e+01   2.5893310e-01
   3.1900000e+00  -6.5827440e+01   3.2197130e-01
   3.1950000e+00  -6.5788030e+01   3.9185280e-01
   3.2000000e+00  -6.5744250e+01   4.6857050e-01
   3.2050000e+00  -6.5695970e+01   5.5211680e-01
   3.2100000e+00  -6.5643040e+01   6.4248330e-01
   3.2150000e+00  -6.5585290e+01   7.3966100e-01
   3.2200000e+00  -6.5522550e+01   8.4364010e-01
   3.2250000e+00  -6.5454630e+01   9.5441040e-01
   3.2300000e+00  -6.5381350e+01   1.0719610e+00
   3.2350000e+00  -6.5302490e+01   1.1962790e+00
   3.2400000e+00  -6.5217840e+01   1.3273530e+00
   3.2450000e+00  -6.5127170e+01   1.4651700e+00
   3.2500000e+00  -6.5030240e+01   1.6097160e+00
   3.2550000e+00  -6.4926810e+01   1.7609770e+00
   3.2600000e+00  -6.4816610e+01   1.9189360e+00
   3.2650000e+00  -6.4699400e+01   2.0835800e+00
   3.2700000e+00  -6.4574880e+01   2.2548900e+00
   3.2750000e+00  -6.4442790e+01   2.4328500e+00
   3.2800000e+00  -6.4302830e+01   2.6174430e+00
   3.2850000e+00  -6.4154700e+01   2.8086490e+00
   3.2900000e+00  -6.3998120e+01   3.0064500e+00
   3.2950000e+00  -6.3832760e+01   3.2108250e+00
   3.3000000e+00  -6.3658330e+01   3.4217550e+00
   3.3050000e+00  -6.3474500e+01   3.6392180e+00
   3.3100000e+00  -6.3280950e+01   3.8631930e+00
   3.3150000e+00  -6.3077380e+01   4.0936560e+00
   3.3200000e+00  -6.2863440e+01   4.3305860e+00
   3.3250000e+00  -6.2638840e+01   4.5739590e+00
   3.3300000e+00  -6.2403230e+01   4.8237490e+00
   3.3350000e+00  -6.2156300e+01   5.0799320e+00
   3.3400000e+00  -6.1897750e+01   5.3424830e+00
   3.3450000e+00  -6.1627240e+01   5.6113750e+00
   3.3500000e+00  -6.1344490e+01   5.8865810e+00
   3.3550000e+00  -6.1049180e+01   6.1680740e+00
   3.3600000e+00  -6.0741040e+01   6.4558260e+00
   3.3650000e+00  -6.0419760e+01   6.7498070e+00
   3.3700000e+00  -6.0085090e+01   7.0499890e+00
   3.3750000e+00  -5.9736770e+01   7.3563420e+00
   3.3800000e+00  -5.9374550e+01   7.6688340e+00
   3.3850000e+00  -5.8998200e+01   7.9874350e+00
   3.3900000e+00  -5.8607510e+01   8.3121120e+00
   3.3950000e+00  -5.8202290e+01   8.6428340e+00
   3.4000000e+00  -5.7782370e+01   8.9795670e+00
   3.4050000e+00  -5.7347590e+01   9.3222780e+00
   3.4100000e+00  -5.6897820e+01   9.6709310e+00
   3.4150000e+00  -5.6432980e+01   1.0025490e+01
   3.4200000e+00  -5.5952980e+01   1.0385930e+01
   3.4250000e+00  -5.5457780e+01   1.0752200e+01
   3.4300000e+00  -5.4947360e+01   1.1124270e+01
   3.4350000e+00  -5.4421730e+01   1.1502110e+01
   3.4400000e+00  -5.3880960e+01   1.1885670e+01
   3.4450000e+00  -5.3325110e+01   1.2274910e+01
   3.4500000e+00  -5.2754310e+01   1.2669810e+01
   3.4550000e+00  -5.2168720e+01   1.3070310e+01
   3.4600000e+00  -5.1568530e+01   1.3476380e+01
   3.4650000e+00  -5.0953970e+01   1.3887980e+01
   3.4700000e+00  -5.0325320e+01   1.4305070e+01
   3.4750000e+00  -4.9682890e+01   1.4727600e+01
   3.4800000e+00  -4.9027030e+01   1.5155540e+01
   3.4850000e+00  -4.8358140e+01   1.5588830e+01
   3.4900000e+00  -4.7676660e+01   1.6027440e+01
   3.4950000e+00  -4.6983060e+01   1.6471320e+01
   3.5000000e+00  -4.6277880e+01   1.6920430e+01
   3.5050000e+00  -4.5561660e+01   1.7374730e+01
   3.5100000e+00  -4.4835020e+01   1.7834160e+01
   3.5150000e+00  -4.4098600e+01   1.8298690e+01
   3.5200000e+00  -4.3353070e+01   1.8768260e+01
   3.5250000e+00  -4.2599160e+01   1.9242830e+01
   3.5300000e+00  -4.1837620e+01   1.9722350e+01
   3.5350000e+00  -4.1069230e+01   2.0206770e+01
   3.5400000e+00  -4.0294830e+01   2.0696050e+01
   3.5450000e+00  -3.9515250e+01   2.1190130e+01
   3.5500000e+00  -3.8731390e+01   2.1688970e+01
   3.5550000e+00  -3.7944130e+01   2.2192520e+01
   3.5600000e+00  -3.7154410e+01   2.2700720e+01
   3.5650000e+00  -3.6363180e+01   2.3213530e+01
   3.5700000e+00  -3.5571390e+01   2.3730900e+01
   3.5750000e+00  -3.4780020e+01   2.4252760e+01
   3.5800000e+00  -3.3990040e+01   2.4779080e+01
   3.5850000e+00  -3.3202450e+01   2.5309790e+01
   3.5900000e+00  -3.2418240e+01   2.5844850e+01
   3.5950000e+00  -3.1638380e+01   2.6384190e+01
   3.6000000e+00  -3.0863870e+01   2.6927780e+01
   3.6050000e+00  -3.0095680e+01   2.7475550e+01
   3.6100000e+00  -2.9334750e+01   2.8027440e+01
   3.6150000e+00  -2.8582020e+01   2.8583410e+01
   3.6200000e+00  -2.7838420e+01   2.9143400e+01
   3.6250000e+00  -2.7104830e+01   2.9707350e+01
   3.6300000e+00  -2.6382100e+01   3.0275200e+01
   3.6350000e+00  -2.5671070e+01   3.0846900e+01
   3.6400000e+00  -2.4972520e+01   3.1422390e+01
   3.6450000e+00  -2.4287200e+01   3.2001610e+01
   3.6500000e+00  -2.3615800e+01   3.2584510e+01
   3.6550000e+00  -2.2958980e+01   3.3171030e+01
   3.6600000e+00  -2.2317350e+01   3.3761100e+01
   3.6650000e+00  -2.1691450e+01   3.4354670e+01
   3.6700000e+00  -2.1081780e+01   3.4951690e+01
   3.6750000e+00  -2.0488780e+01   3.5552080e+01
   3.6800000e+00  -1.9912820e+01   3.6155800e+01
   3.6850000e+00  -1.9354220e+01   3.6762770e+01
   3.6900000e+00  -1.8813230e+01   3.7372940e+01
   3.6950000e+00  -1.8290040e+01   3.7986250e+01
   3.7000000e+00  -1.7784780e+01   3.8602640e+01
   3.7050000e+00  -1.7297510e+01   3.9222050e+01
   3.7100000e+00  -1.6828220e+01   3.9844400e+01
   3.7150000e+00  -1.6376860e+01   4.0469650e+01
   3.7200000e+00  -1.5943280e+01   4.1097730e+01
   3.7250000e+00  -1.5527290e+01   4.1728570e+01
   3.7300000e+00  -1.5128650e+01   4.2362110e+01
   3.7350000e+00  -1.4747020e+01   4.2998300e+01
   3.7400000e+00  -1.4382050e+01   4.3637060e+01
   3.7450000e+00  -1.4033310e+01   4.4278330e+01
   3.7500000e+00  -1.3700300e+01   4.4922050e+01
   3.7550000e+00  -1.3382510e+01   4.5568150e+01
   3.7600000e+00  -1.3079330e+01   4.6216570e+01
   3.7650000e+00  -1.2790160e+01   4.6867240e+01
   3.7700000e+00  -1.2514300e+01   4.7520110e+01
   3.7750000e+00  -1.2251070e+01   4.8175090e+01
   3.7800000e+00  -1.1999710e+01   4.8832140e+01
   3.7850000e+00  -1.1759430e+01   4.9491180e+01
   3.7900000e+00  -1.1529440e+01   5.0152140e+01
   3.7950000e+00  -1.1308900e+01   5.0814960e+01
   3.8000000e+00  -1.1096950e+01   5.1479580e+01
   3.8050000e+00  -1.0892720e+01   5.2145930e+01
   3.8100000e+00  -1.0695320e+01   5.2813930e+01
   3.8150000e+00  -1.0503860e+01   5.3483530e+01
   3.8200000e+00  -1.0317410e+01   5.4154660e+01
   3.8250000e+00  -1.0135080e+01   5.4827250e+01
   3.8300000e+00  -9.9559450e+00   5.5501230e+01
   3.8350000e+00  -9.7790980e+00   5.6176530e+01
   3.8400000e+00  -9.6036350e+00   5.6853100e+01
   3.8450000e+00  -9.4286610e+00   5.7530850e+01
   3.8500000e+00  -9.2532920e+00   5.8209730e+01
   3.8550000e+00  -9.0766580e+00   5.8889660e+01
   3.8600000e+00  -8.8979090e+00   5.9570570e+01
   3.8650000e+00  -8.7162130e+00   6.0252410e+01
   3.8700000e+00  -8.5307610e+00   6.0935090e+01
   3.8750000e+00  -8.3407670e+00   6.1618560e+01
   3.8800000e+00  -8.1454740e+00   6.2302740e+01
   3.8850000e+00  -7.9441520e+00   6.2987570e+01
   3.8900000e+00  -7.7361010e+00   6.3672970e+01
   3.8950000e+00  -7.5206540e+00   6.4358880e+01
   3.9000000e+00  -7.2971750e+00   6.5045230e+01
   3.9050000e+00  -7.0650640e+00   6.5731960e+01
   3.9100000e+00  -6.8237560e+00   6.6418980e+01
   3.9150000e+00  -6.5727210e+00   6.7106240e+01
   3.9200000e+00  -6.3114660e+00   6.7793660e+01
   3.9250000e+00  -6.0395370e+00   6.8481180e+01
   3.9300000e+00  -5.7565170e+00   6.9168730e+01
   3.9350000e+00  -5.4620250e+00   6.9856230e+01
   3.9400000e+00  -5.1557210e+00   7.0543620e+01
   3.9450000e+00  -4.8373010e+00   7.1230840e+01
   3.9500000e+00  -4.5065000e+00   7.1917810e+01
   3.9550000e+00  -4.1630910e+00   7.2604460e+01
   3.9600000e+00  -3.8068830e+00   7.3290730e+01
   3.9650000e+00  -3.4377220e+00   7.3976540e+01
   3.9700000e+00  -3.0554920e+00   7.4661830e+01
   3.9750000e+00  -2.6601110e+00   7.5346530e+01
   3.9800000e+00  -2.2515310e+00   7.6030570e+01
   3.9850000e+00  -1.8297390e+00   7.6713890e+01
   3.9900000e+00  -1.3947570e+00   7.7396410e+01
   3.9950000e+00  -9.4663540e-01   7.8078060e+01
   4.0000000e+00  -4.8545820e-01   7.8758780e+01
   4.0050000e+00  -1.1338600e-02   7.9438500e+01
   4.0100000e+00   4.7558110e-01   8.0117150e+01
   4.0150000e+00   9.7513080e-01   8.0794670e+01
   4.0200000e+00   1.4871140e+00   8.1470980e+01
   4.0250000e+00   2.0113080e+00   8.2146020e+01
   4.0300000e+00   2.5474670e+00   8.2819730e+01
   4.0350000e+00   3.0953210e+00   8.3492020e+01
   4.0400000e+00   3.6545800e+00   8.4162840e+01
   4.0450000e+00   4.2249320e+00   8.4832120e+01
   4.0500000e+00   4.8060460e+00   8.5499800e+01
   4.0550000e+00   5.3975740e+00   8.6165800e+01
   4.0600000e+00   5.9991490e+00   8.6830050e+01
   4.0650000e+00   6.6103910e+00   8.7492500e+01
   4.0700000e+00   7.2309040e+00   8.8153080e+01
   4.0750000e+00   7.8602810e+00   8.8811720e+01
   4.0800000e+00   8.4981000e+00   8.9468350e+01
   4.0850000e+00   9.1439310e+00   9.0122910e+01
   4.0900000e+00   9.7973320e+00   9.0775330e+01
   4.0950000e+00   1.0457860e+01   9.1425550e+01
   4.1000000e+00   1.1125040e+01   9.2073510e+01
   4.1050000e+00   1.1798440e+01   9.2719130e+01
   4.1100000e+00   1.2477560e+01   9.3362350e+01
   4.1150000e+00   1.3161950e+01   9.4003120e+01
   4.1200000e+00   1.3851130e+01   9.4641360e+01
   4.1250000e+00   1.4544610e+01   9.5277010e+01
   4.1300000e+00   1.5241930e+01   9.5910010e+01
   4.1350000e+00   1.5942600e+01   9.6540290e+01
   4.1400000e+00   1.6646140e+01   9.7167800e+01
   4.1450000e+00   1.7352070e+01   9.7792460e+01
   4.1500000e+00   1.8059930e+01   9.8414220e+01
   4.1550000e+00   1.8769230e+01   9.9033020e+01
   4.1600000e+00   1.9479510e+01   9.9648780e+01
   4.1650000e+00   2.0190300e+01   1.0026150e+02
   4.1700000e+00   2.0901140e+01   1.0087100e+02
   4.1750000e+00   2.1611590e+01   1.0147730e+02
   4.1800000e+00   2.2321180e+01   1.0208030e+02
   4.1850000e+00   2.3029490e+01   1.0268010e+02
   4.1900000e+00   2.3736080e+01   1.0327640e+02
   4.1950000e+00   2.4440510e+01   1.0386920e+02
   4.2000000e+00   2.5142380e+01   1.0445860e+02
   4.2050000e+00   2.5841280e+01   1.0504440e+02
   4.2100000e+00   2.6536810e+01   1.0562650e+02
   4.2150000e+00   2.7228570e+01   1.0620500e+02
   4.2200000e+00   2.7916190e+01   1.0677970e+02
   4.2250000e+00   2.8599310e+01   1.0735060e+02
   4.2300000e+00   2.9277560e+01   1.0791770e+02
   4.2350000e+00   2.9950590e+01   1.0848080e+02
   4.2400000e+00   3.0618080e+01   1.0904000e+02
   4.2450000e+00   3.1279700e+01   1.0959520e+02
   4.2500000e+00   3.1935130e+01   1.1014620e+02
   4.2550000e+00   3.2584080e+01   1.1069310e+02
   4.2600000e+00   3.3226260e+01   1.1123590e+02
   4.2650000e+00   3.3861400e+01   1.1177440e+02
   4.2700000e+00   3.4489220e+01   1.1230850e+02
   4.2750000e+00   3.5109490e+01   1.1283830e+02
   4.2800000e+00   3.5721970e+01   1.1336380e+02
   4.2850000e+00   3.6326420e+01   1.1388470e+02
   4.2900000e+00   3.6922650e+01   1.1440120e+02
   4.2950000e+00   3.7510440e+01   1.1491300e+02
   4.3000000e+00   3.8089620e+01   1.1542030e+02
   4.3050000e+00   3.8660000e+01   1.1592290e+02
   4.3100000e+00   3.9221440e+01   1.1642080e+02
   4.3150000e+00   3.9773780e+01   1.1691390e+02
   4.3200000e+00   4.0316880e+01   1.1740220e+02
   4.3250000e+00   4.0850620e+01   1.1788560e+02
   4.3300000e+00   4.1374900e+01   1.1836410e+02
   4.3350000e+00   4.1889610e+01   1.1883770e+02
   4.3400000e+00   4.2394660e+01   1.1930620e+02
   4.3450000e+00   4.2889980e+01   1.1976970e+02
   4.3500000e+00   4.3375510e+01   1.2022810e+02
   4.3550000e+00   4.3851200e+01   1.2068130e+02
   4.3600000e+00   4.4317000e+01   1.2112940e+02
   4.3650000e+00   4.4772880e+01   1.2157220e+02
   4.3700000e+00   4.5218830e+01   1.2200970e+02
   4.3750000e+00   4.5654840e+01   1.2244190e+02
   4.3800000e+00   4.6080910e+01   1.2286880e+02
   4.3850000e+00   4.6497050e+01   1.2329020e+02
   4.3900000e+00   4.6903280e+01   1.2370620e+02
   4.3950000e+00   4.7299640e+01   1.2411660e+02
   4.4000000e+00   4.7686160e+01   1.2452160e+02
   4.4050000e+00   4.8062890e+01   1.2492090e+02
   4.4100000e+00   4.8429880e+01   1.2531470e+02
   4.4150000e+00   4.8787210e+01   1.2570280e+02
   4.4200000e+00   4.9134950e+01   1.2608520e+02
   4.4250000e+00   4.9473170e+01   1.2646180e+02
   4.4300000e+00   4.9801970e+01   1.2683270e+02
   4.4350000e+00   5.0121430e+01   1.2719780e+02
   4.4400000e+00   5.0431650e+01   1.2755710e+02
   4.4450000e+00   5.0732750e+01   1.2791040e+02
   4.4500000e+00   5.1024840e+01   1.2825790e+02
   4.4550000e+00   5.1308020e+01   1.2859940e+02
   4.4600000e+00   5.1582420e+01   1.2893490e+02
   4.4650000e+00   5.1848180e+01   1.2926440e+02
   4.4700000e+00   5.2105410e+01   1.2958780e+02
   4.4750000e+00   5.2354250e+01   1.2990520e+02
   4.4800000e+00   5.2594840e+01   1.3021640e+02
   4.4850000e+00   5.2827320e+01   1.3052150e+02
   4.4900000e+00   5.3051830e+01   1.3082040e+02
   4.4950000e+00   5.3268530e+01   1.3111320e+02
   4.5000000e+00   5.3477540e+01   1.3139960e+02
   4.5050000e+00   5.3679030e+01   1.3167990e+02
   4.5100000e+00   5.3873150e+01   1.3195380e+02
   4.5150000e+00   5.4060040e+01   1.3222140e+02
   4.5200000e+00   5.4239850e+01   1.3248260e+02
   4.5250000e+00   5.4412750e+01   1.3273750e+02
   4.5300000e+00   5.4578880e+01   1.3298600e+02
   4.5350000e+00   5.4738390e+01   1.3322810e+02
   4.5400000e+00   5.4891440e+01   1.3346370e+02
   4.5450000e+00   5.5038170e+01   1.3369280e+02
   4.5500000e+00   5.5178740e+01   1.3391550e+02
   4.5550000e+00   5.5313290e+01   1.3413160e+02
   4.5600000e+00   5.5441970e+01   1.3434120e+02
   4.5650000e+00   5.5564920e+01   1.3454420e+02
   4.5700000e+00   5.5682280e+01   1.3474070e+02
   4.5750000e+00   5.5794200e+01   1.3493060e+02
   4.5800000e+00   5.5900800e+01   1.3511380e+02
   4.5850000e+00   5.6002230e+01   1.3529040e+02
   4.5900000e+00   5.6098610e+01   1.3546040e+02
   4.5950000e+00   5.6190070e+01   1.3562360e+02
   4.6000000e+00   5.6276740e+01   1.3578020e+02
   4.6050000e+00   5.6358730e+01   1.3593010e+02
   4.6100000e+00   5.6436160e+01   1.3607330e+02
   4.6150000e+00   5.6509140e+01   1.3620980e+02
   4.6200000e+00   5.6577780e+01   1.3633950e+02
   4.6250000e+00   5.6642180e+01   1.3646240e+02
   4.6300000e+00   5.6702440e+01   1.3657860e+02
   4.6350000e+00   5.6758650e+01   1.3668800e+02
   4.6400000e+00   5.6810910e+01   1.3679060e+02
   4.6450000e+00   5.6859290e+01   1.3688630e+02
   4.6500000e+00   5.6903880e+01   1.3697530e+02
   4.6550000e+00   5.6944740e+01   1.3705750e+02
   4.6600000e+00   5.6981950e+01   1.3713280e+02
   4.6650000e+00   5.7015570e+01   1.3720130e+02
   4.6700000e+00   5.7045650e+01   1.3726290e+02
   4.6750000e+00   5.7072250e+01   1.3731770e+02
   4.6800000e+00   5.7095420e+01   1.3736570e+02
   4.6850000e+00   5.7115190e+01   1.3740670e+02
   4.6900000e+00   5.7131600e+01   1.3744100e+02
   4.6950000e+00   5.7144680e+01   1.3746830e+02
   4.7000000e+00   5.7154450e+01   1.3748880e+02
   4.7050000e+00   5.7160930e+01   1.3750240e+02
   4.7100000e+00   5.7164130e+01   1.3750910e+02
   4.7150000e+00   5.7164060e+01   1.3750890e+02
   4.7200000e+00   5.7160710e+01   1.3750190e+02
   4.7250000e+00   5.7154090e+01   1.3748800e+02
   4.7300000e+00   5.7144170e+01   1.3746720e+02
   4.7350000e+00   5.7130940e+01   1.3743960e+02
   4.7400000e+00   5.7114380e+01   1.3740510e+02
   4.7450000e+00   5.7094460e+01   1.3736370e+02
   4.7500000e+00   5.7071140e+01   1.3731540e+02
   4.7550000e+00   5.7044390e+01   1.3726030e+02
   4.7600000e+00   5.7014150e+01   1.3719840e+02
   4.7650000e+00   5.6980370e+01   1.3712960e+02
   4.7700000e+00   5.6943000e+01   1.3705400e+02
   4.7750000e+00   5.6901980e+01   1.3697150e+02
   4.7800000e+00   5.6857220e+01   1.3688220e+02
   4.7850000e+00   5.6808670e+01   1.3678610e+02
   4.7900000e+00   5.6756240e+01   1.3668320e+02
   4.7950000e+00   5.6699850e+01   1.3657360e+02
   4.8000000e+00   5.6639410e+01   1.3645710e+02
   4.8050000e+00   5.6574820e+01   1.3633380e+02
   4.8100000e+00   5.6505990e+01   1.3620380e+02
   4.8150000e+00   5.6432820e+01   1.3606710e+02
   4.8200000e+00   5.6355190e+01   1.3592360e+02
   4.8250000e+00   5.6272990e+01   1.3577340e+02
   4.8300000e+00   5.6186120e+01   1.3561650e+02
   4.8350000e+00   5.6094440e+01   1.3545300e+02
